Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Desired_Savings,Disposable_Income,Gasto_Fijo,Gastos_variables,Grupo_edad
23756.17,59.0,4.0,Student,Tier_2,4751.23,0.0,1502.4,7421.82,11856.94,4477.4,anciano
18538.17,46.0,1.0,Professional,Tier_2,3707.63,3359.64,1734.17,2054.64,9998.009999999998,3125.87,adulto
29677.81,39.0,0.0,Retired,Tier_1,8903.34,2892.44,1527.7,6059.97,15703.35,5022.05,adulto
12871.67,46.0,2.0,Retired,Tier_2,2574.33,0.0,1139.89,3153.88,7090.24,2627.54,adulto
11296.83,27.0,2.0,Retired,Tier_2,2259.37,0.0,979.96,3287.89,5590.82,2418.12,joven
35455.85,37.0,4.0,Professional,Tier_3,5318.38,2757.06,2043.56,10177.72,15117.740000000002,7403.32,adulto
35117.04,34.0,0.0,Retired,Tier_1,10535.11,0.0,1886.1,10184.63,17965.94,6966.469999999999,adulto
54161.52,23.0,4.0,Self_Employed,Tier_1,16248.46,5389.56,5174.2,5174.2,33639.17999999999,9958.6,joven
34408.1,39.0,2.0,Self_Employed,Tier_2,6881.62,0.0,3155.76,10603.13,18028.02,5776.96,adulto
27348.97,35.0,0.0,Self_Employed,Tier_3,4102.35,0.0,1532.17,12147.8,9401.120000000004,5800.06,adulto
23578.01,49.0,1.0,Self_Employed,Tier_2,4715.6,0.0,2348.48,7199.68,11294.4,5083.920000000001,adulto
16866.38,59.0,2.0,Self_Employed,Tier_2,3373.28,2840.34,1627.64,2977.62,7843.81,3204.61,anciano
20752.91,27.0,1.0,Professional,Tier_3,3112.94,0.0,1708.77,6590.15,9487.36,4675.41,joven
39491.76,39.0,4.0,Retired,Tier_2,7898.35,0.0,3015.74,14851.97,18644.42,5995.38,adulto
38879.4,32.0,4.0,Student,Tier_2,7775.88,0.0,2206.55,13218.76,18634.38,7026.26,adulto
22046.01,60.0,2.0,Self_Employed,Tier_2,4409.2,2490.27,1343.35,4473.48,11184.95,3897.31,anciano
17455.59,46.0,4.0,Self_Employed,Tier_1,5236.68,0.0,1066.2,3743.51,11093.3,2618.78,adulto
48937.23,24.0,0.0,Student,Tier_3,7340.58,6173.58,5504.3,14153.39,18155.1,10455.17,joven
63194.77,49.0,2.0,Professional,Tier_2,12638.95,0.0,8239.0,17787.99,32680.49,12726.27,adulto
65472.71,28.0,3.0,Professional,Tier_2,13094.54,0.0,8984.3,21235.16,32080.69,12156.86,joven
20447.45,42.0,3.0,Retired,Tier_2,4089.49,0.0,1083.42,5942.53,10041.18,4463.73,adulto
25859.3,36.0,3.0,Professional,Tier_2,5171.86,0.0,2417.37,8534.99,12533.24,4791.08,adulto
28320.6,35.0,1.0,Retired,Tier_1,8496.18,0.0,2243.56,6627.02,16337.47,5356.1,adulto
40065.12,57.0,3.0,Professional,Tier_1,12019.54,3437.47,4090.16,4944.55,24490.24,7192.87,anciano
29152.38,36.0,3.0,Self_Employed,Tier_2,5830.48,0.0,2310.95,7753.06,15368.11,6031.21,adulto
32163.59,55.0,4.0,Professional,Tier_2,6432.72,1904.56,1805.38,9011.3,15667.22,5580.509999999999,anciano
23617.58,23.0,0.0,Retired,Tier_2,4723.52,0.0,1807.12,9551.84,10197.35,3868.4,joven
32285.11,57.0,1.0,Student,Tier_1,9685.53,3371.92,2963.08,4271.28,20038.65,4603.26,anciano
25165.14,59.0,2.0,Retired,Tier_2,5033.03,3469.49,1604.25,3926.34,12263.96,5505.35,anciano
15711.65,59.0,2.0,Self_Employed,Tier_2,3142.33,1266.93,1555.47,3808.49,7657.76,2978.48,anciano
20081.35,52.0,4.0,Student,Tier_2,4016.27,0.0,1931.06,5318.12,10869.77,3893.4699999999993,anciano
39024.84,41.0,3.0,Retired,Tier_1,11707.45,4031.55,2001.77,3360.14,24261.33,7371.809999999999,adulto
19636.48,27.0,0.0,Self_Employed,Tier_2,3927.3,0.0,1411.95,8053.74,8188.78,3393.98,joven
32422.72,45.0,4.0,Student,Tier_2,6484.54,0.0,2150.42,9519.63,16115.73,6787.34,adulto
23082.34,34.0,2.0,Retired,Tier_2,4616.47,3961.18,1225.87,3027.15,11960.420000000002,4133.6,adulto
21922.44,23.0,4.0,Student,Tier_2,4384.49,0.0,1731.75,6266.49,11172.08,4483.85,joven
38019.29,22.0,2.0,Student,Tier_2,7603.86,3488.95,2070.68,6362.37,20415.49,7752.480000000001,joven
30122.97,24.0,3.0,Self_Employed,Tier_2,6024.59,0.0,1798.68,10386.12,13963.759999999998,5773.1,joven
21427.63,38.0,0.0,Self_Employed,Tier_2,4285.53,0.0,2088.12,8278.11,9204.76,3944.78,adulto
22806.05,59.0,3.0,Student,Tier_2,4561.21,0.0,2127.81,7081.18,10949.91,4774.95,anciano
15789.98,49.0,1.0,Retired,Tier_1,4736.99,0.0,1227.49,3438.49,9369.43,2982.06,adulto
26368.47,35.0,1.0,Professional,Tier_1,7910.54,0.0,1712.09,6473.07,15005.46,4889.9400000000005,adulto
41447.94,50.0,3.0,Student,Tier_1,12434.38,0.0,5835.11,9450.71,23968.41,8028.820000000001,adulto
34496.56,23.0,4.0,Self_Employed,Tier_3,5174.48,0.0,2666.49,13762.0,14774.29,5960.26,joven
36864.08,28.0,4.0,Professional,Tier_3,5529.61,2290.09,2849.06,12663.83,15865.7,6044.459999999999,joven
29370.37,46.0,0.0,Professional,Tier_3,4405.56,0.0,1515.52,12618.28,11681.93,5070.169999999999,adulto
31480.92,52.0,2.0,Student,Tier_2,6296.18,1934.59,2155.72,7095.83,16656.69,5793.81,anciano
25721.02,24.0,2.0,Student,Tier_2,5144.2,3770.32,1513.26,4282.55,13584.71,4083.44,joven
38184.71,57.0,4.0,Professional,Tier_2,7636.94,2561.59,3705.79,8777.61,18711.07,8134.44,anciano
29178.38,53.0,2.0,Self_Employed,Tier_1,8753.51,0.0,2201.73,7785.68,16024.8,5367.9,anciano
54748.16,48.0,1.0,Professional,Tier_1,16424.45,0.0,7191.36,11679.98,32329.52,10738.65,adulto
13582.31,46.0,2.0,Retired,Tier_2,2716.46,0.0,877.24,4636.81,6588.590000000001,2356.92,adulto
19070.82,44.0,0.0,Self_Employed,Tier_2,3814.16,0.0,1429.64,7557.48,7764.14,3749.2,adulto
32489.55,60.0,0.0,Student,Tier_1,9746.86,3646.06,2394.72,4700.3,17220.95,6922.25,anciano
31691.48,26.0,0.0,Professional,Tier_2,6338.3,0.0,1768.65,11780.31,13805.38,6105.78,joven
43819.17,33.0,2.0,Retired,Tier_1,13145.75,3113.68,4140.2,4140.2,27504.21,9061.08,adulto
16032.13,35.0,2.0,Student,Tier_3,2404.82,0.0,1234.45,5994.89,7149.900000000001,2887.33,adulto
23185.99,42.0,1.0,Self_Employed,Tier_2,4637.2,0.0,2262.36,7170.69,11375.87,4639.429999999999,adulto
57513.01,50.0,2.0,Retired,Tier_3,8626.95,0.0,7209.45,21425.97,24765.54,11321.49,adulto
35987.27,47.0,2.0,Student,Tier_1,10796.18,2368.72,3568.33,6884.88,20440.54,6293.120000000001,adulto
34775.2,32.0,2.0,Student,Tier_2,6955.04,0.0,2025.73,11417.99,16683.64,6673.56,adulto
36932.93,46.0,3.0,Retired,Tier_2,7386.59,0.0,2178.25,10825.06,18173.95,7933.92,adulto
11152.2,28.0,3.0,Student,Tier_2,2230.44,0.0,942.33,3285.98,5467.07,2399.16,joven
38045.59,36.0,1.0,Self_Employed,Tier_1,11413.68,0.0,3195.65,6263.31,24316.960000000003,7465.320000000001,adulto
17412.31,58.0,0.0,Professional,Tier_1,5223.69,0.0,1500.95,5151.71,9006.06,3254.55,anciano
36125.55,48.0,0.0,Student,Tier_1,10837.66,0.0,2771.9,11607.65,18656.99,5860.91,adulto
16940.65,46.0,0.0,Professional,Tier_2,3388.13,0.0,1312.37,7361.12,6745.42,2834.1200000000003,adulto
43827.6,30.0,4.0,Student,Tier_3,6574.14,0.0,4949.3,14469.53,20658.5,8699.58,adulto
50726.08,37.0,1.0,Self_Employed,Tier_2,10145.22,0.0,5144.01,17911.39,22665.68,10149.02,adulto
56309.6,45.0,3.0,Professional,Tier_1,16892.88,0.0,8189.45,11182.24,32762.16,12365.21,adulto
15559.19,42.0,0.0,Self_Employed,Tier_2,3111.84,1279.14,913.0,5448.57,6219.82,2611.67,adulto
41738.42,47.0,3.0,Professional,Tier_3,6260.76,0.0,4801.08,14741.15,19468.72,7528.539999999999,adulto
16415.21,52.0,4.0,Student,Tier_2,3283.04,0.0,1378.19,4628.38,8294.15,3492.69,anciano
14725.58,60.0,0.0,Retired,Tier_3,2208.84,0.0,1429.56,6629.35,5501.8,2594.41,anciano
15619.95,41.0,0.0,Retired,Tier_2,3123.99,0.0,1497.37,6555.0,6104.82,2960.13,adulto
28205.47,42.0,3.0,Self_Employed,Tier_3,4230.82,2901.23,1692.01,6795.34,12659.36,5849.56,adulto
39413.92,57.0,2.0,Self_Employed,Tier_1,11824.17,0.0,3687.56,8487.98,22853.02,8072.9,anciano
37432.9,29.0,4.0,Retired,Tier_1,11229.87,0.0,3214.08,6351.63,23825.980000000003,7255.3,joven
58145.24,28.0,3.0,Self_Employed,Tier_1,17443.57,0.0,6966.2,10621.25,35459.61,12064.39,joven
30313.67,47.0,4.0,Self_Employed,Tier_1,9094.1,0.0,2646.73,5996.0,18787.79,5529.89,adulto
49488.05,42.0,4.0,Self_Employed,Tier_1,14846.42,3710.84,4640.64,4640.64,30535.18,10601.39,adulto
15111.73,34.0,0.0,Professional,Tier_2,3022.35,0.0,1370.93,6625.92,6176.8,2309.0,adulto
25088.94,27.0,1.0,Self_Employed,Tier_1,7526.68,0.0,2108.41,4324.88,15961.81,4802.25,joven
53111.73,34.0,3.0,Retired,Tier_2,10622.35,4260.11,7064.72,10313.68,26180.98,12356.97,adulto
28302.05,33.0,4.0,Self_Employed,Tier_1,8490.62,0.0,2220.69,6850.66,16512.300000000003,4939.08,adulto
15237.54,37.0,1.0,Self_Employed,Tier_2,3047.51,0.0,1238.81,4271.35,7715.52,3250.6800000000003,adulto
20988.73,58.0,2.0,Retired,Tier_2,4197.75,3924.89,2029.75,3610.43,9866.31,3587.1000000000004,anciano
35604.51,44.0,4.0,Student,Tier_2,7120.9,0.0,3405.69,9546.32,18436.22,7621.96,adulto
34458.03,58.0,2.0,Student,Tier_3,5168.7,5728.82,3367.73,7093.66,15316.259999999998,6319.28,anciano
40831.4,24.0,4.0,Student,Tier_2,8166.28,0.0,5357.5,13550.56,20410.06,6870.779999999999,joven
33925.86,31.0,0.0,Professional,Tier_3,5088.88,0.0,2441.99,14010.53,13021.830000000002,6893.49,adulto
31430.05,56.0,0.0,Professional,Tier_1,9429.01,0.0,2592.95,9857.88,15836.31,5735.87,anciano
12023.0,41.0,4.0,Retired,Tier_2,2404.6,0.0,1000.65,2969.08,6546.74,2507.18,adulto
46984.84,55.0,3.0,Self_Employed,Tier_1,14095.45,0.0,6842.77,11078.23,27142.02,8764.59,anciano
14167.31,34.0,4.0,Retired,Tier_2,2833.46,974.48,1204.11,3302.05,7222.45,2668.34,adulto
45296.31,43.0,3.0,Retired,Tier_2,9059.26,3637.91,6403.15,12870.13,21749.81,7038.449999999999,adulto
45296.76,56.0,2.0,Student,Tier_2,9059.35,0.0,5778.47,11610.78,25511.88,8174.1,anciano
23312.32,50.0,0.0,Retired,Tier_3,3496.85,0.0,1172.92,10494.66,8801.98,4015.67,adulto
55057.21,47.0,0.0,Student,Tier_2,11011.44,6175.16,5962.71,15482.59,22937.73,10461.72,adulto
16166.44,59.0,4.0,Professional,Tier_3,2424.97,1735.46,1608.7,3214.38,8009.03,3207.57,anciano
24822.3,25.0,0.0,Student,Tier_2,4964.46,0.0,1412.78,9128.98,10513.429999999998,5179.89,joven
20346.45,47.0,3.0,Student,Tier_2,4069.29,1385.94,1744.68,4802.42,10040.31,4117.8,adulto
32030.76,56.0,0.0,Student,Tier_1,9609.23,0.0,2745.44,8676.04,16737.07,6617.65,anciano
51946.04,60.0,0.0,Self_Employed,Tier_2,10389.21,0.0,7492.43,21633.09,20086.08,10226.87,anciano
20566.26,48.0,1.0,Student,Tier_2,4113.25,2530.99,1276.12,3325.0,10307.26,4403.03,adulto
31583.08,55.0,0.0,Student,Tier_3,4737.46,4933.55,2427.02,8318.8,11973.09,6357.63,anciano
16927.75,22.0,0.0,Self_Employed,Tier_2,3385.55,0.0,1685.63,5924.89,7394.89,3607.96,joven
51669.91,48.0,3.0,Self_Employed,Tier_3,7750.49,0.0,6673.43,20149.13,21892.9,9627.88,adulto
16724.99,37.0,2.0,Retired,Tier_2,3345.0,0.0,1549.41,5897.29,7849.700000000001,2978.01,adulto
31113.91,25.0,2.0,Retired,Tier_1,9334.17,0.0,2259.82,6527.32,18502.29,6084.290000000001,joven
17812.8,59.0,0.0,Retired,Tier_3,2671.92,0.0,1363.06,7795.77,7045.63,2971.3900000000003,anciano
34825.88,57.0,3.0,Student,Tier_2,6965.18,0.0,1863.87,12502.99,16536.18,5786.71,anciano
17668.23,36.0,1.0,Retired,Tier_3,2650.23,0.0,1440.0,6059.59,7620.849999999999,3987.78,adulto
15913.71,50.0,1.0,Student,Tier_2,3182.74,0.0,1245.91,5247.17,7812.82,2853.7200000000003,adulto
44933.66,35.0,0.0,Professional,Tier_2,8986.73,0.0,5077.38,16650.74,20060.88,8222.04,adulto
11484.06,41.0,4.0,Professional,Tier_2,2296.81,0.0,1105.62,3688.91,5702.9400000000005,2092.21,adulto
22956.39,60.0,2.0,Self_Employed,Tier_3,3443.46,0.0,2204.63,8923.37,10500.99,3532.02,anciano
20516.74,46.0,2.0,Self_Employed,Tier_1,6155.02,0.0,1106.79,4235.27,12425.63,3855.84,adulto
17788.18,48.0,2.0,Self_Employed,Tier_3,2668.23,0.0,1010.07,5852.55,8532.2,3403.44,adulto
62520.03,43.0,2.0,Student,Tier_1,18756.01,0.0,8608.59,12528.06,36421.22,13570.740000000002,adulto
20364.84,46.0,0.0,Self_Employed,Tier_2,4072.97,0.0,1271.24,7741.11,8658.839999999998,3964.9,adulto
17031.45,45.0,3.0,Self_Employed,Tier_2,3406.29,0.0,856.0,4241.46,9019.39,3770.6,adulto
42787.8,24.0,0.0,Retired,Tier_1,12836.34,5368.51,5302.14,6705.42,21809.79,8904.08,joven
28604.87,27.0,2.0,Self_Employed,Tier_2,5720.97,0.0,1809.15,9574.6,14557.11,4473.17,joven
13219.42,57.0,4.0,Professional,Tier_2,2643.88,0.0,775.11,4131.34,6486.45,2601.62,anciano
11055.97,39.0,0.0,Student,Tier_1,3316.79,0.0,1066.08,3005.46,5667.23,2383.29,adulto
21097.65,39.0,3.0,Professional,Tier_1,6329.3,0.0,1135.97,3868.08,13086.78,4142.79,adulto
33307.74,36.0,3.0,Self_Employed,Tier_2,6661.55,0.0,1846.49,9208.33,17003.850000000002,7095.56,adulto
13680.76,45.0,2.0,Self_Employed,Tier_1,4104.23,0.0,787.75,2932.87,8353.109999999999,2394.79,adulto
43418.26,56.0,2.0,Student,Tier_2,8683.65,0.0,6372.41,12268.92,23352.0,7797.360000000001,anciano
35178.85,39.0,0.0,Professional,Tier_1,10553.66,4700.7,3044.81,4995.7,18438.4,7044.05,adulto
18560.28,23.0,4.0,Self_Employed,Tier_1,5568.08,1819.9,1159.31,2261.17,11036.59,3442.59,joven
22041.93,24.0,2.0,Retired,Tier_2,4408.39,0.0,2080.44,5959.91,11290.8,4791.22,joven
32851.96,23.0,3.0,Student,Tier_2,6570.39,0.0,2179.55,9917.52,15963.4,6971.039999999999,joven
50952.91,50.0,4.0,Self_Employed,Tier_2,10190.58,0.0,7234.82,16828.57,24529.64,9594.71,adulto
26569.64,45.0,3.0,Self_Employed,Tier_3,3985.45,0.0,1808.4,9751.61,12078.330000000002,4739.71,adulto
48031.22,35.0,4.0,Retired,Tier_2,9606.24,0.0,5161.18,16147.44,23541.22,8342.55,adulto
37561.92,44.0,1.0,Retired,Tier_1,11268.58,0.0,2790.22,8684.19,22109.7,6768.04,adulto
25398.74,57.0,0.0,Retired,Tier_2,5079.75,0.0,2301.47,9634.45,10286.0,5478.300000000001,anciano
20222.52,38.0,4.0,Student,Tier_2,4044.5,3226.62,1351.71,3339.06,9704.23,3952.59,adulto
18722.12,40.0,2.0,Student,Tier_1,5616.64,2305.34,1518.16,2279.65,11332.43,2804.71,adulto
39917.3,33.0,0.0,Self_Employed,Tier_1,11975.19,3086.67,2599.87,7761.49,21393.69,7675.44,adulto
38360.83,22.0,3.0,Professional,Tier_3,5754.13,0.0,2017.67,12739.77,17919.97,7701.099999999999,joven
57482.87,51.0,3.0,Retired,Tier_2,11496.57,0.0,6254.88,21951.49,26528.31,9003.06,anciano
19164.36,37.0,1.0,Self_Employed,Tier_2,3832.87,2957.57,1640.05,2633.52,10191.31,3381.9700000000003,adulto
46473.18,23.0,3.0,Student,Tier_2,9294.64,0.0,4916.65,13924.16,23431.51,9117.51,joven
25519.51,46.0,2.0,Professional,Tier_2,5103.9,0.0,1847.46,8379.68,12456.91,4682.93,adulto
25205.25,50.0,0.0,Professional,Tier_2,5041.05,4677.56,1965.5,4532.82,11137.72,4857.15,adulto
57512.66,24.0,3.0,Retired,Tier_2,11502.53,0.0,7297.46,17083.63,28666.29,11762.73,joven
30508.35,49.0,1.0,Professional,Tier_3,4576.25,4217.82,2153.08,5105.44,14428.78,6756.31,adulto
38881.96,36.0,4.0,Student,Tier_1,11664.59,0.0,2798.52,6630.11,23772.52,8479.34,adulto
27033.66,44.0,4.0,Professional,Tier_1,8110.1,4620.02,1760.25,3315.39,14802.55,4295.71,adulto
32420.6,40.0,3.0,Student,Tier_2,6484.12,1790.9,2759.12,9424.02,15820.12,5385.57,adulto
13415.13,46.0,1.0,Self_Employed,Tier_1,4024.54,0.0,754.92,2670.25,8484.08,2260.8,adulto
56516.21,44.0,3.0,Student,Tier_3,8477.43,0.0,7768.53,20028.82,26879.42,9607.95,adulto
29707.51,44.0,1.0,Self_Employed,Tier_2,5941.5,5696.44,1770.23,4192.87,14862.73,4955.47,adulto
14634.68,32.0,0.0,Student,Tier_1,4390.4,0.0,1301.25,4718.49,7565.2,2350.98,adulto
31875.61,42.0,3.0,Professional,Tier_2,6375.12,0.0,2048.45,10773.32,15421.77,5680.52,adulto
17452.24,32.0,2.0,Self_Employed,Tier_2,3490.45,0.0,922.92,4873.98,8608.82,3969.44,adulto
26670.32,36.0,4.0,Student,Tier_2,5334.06,0.0,2040.52,8420.27,12806.69,5443.37,adulto
23198.53,28.0,4.0,Student,Tier_1,6959.56,0.0,1808.02,4246.88,13892.770000000002,5058.88,joven
19110.11,50.0,0.0,Student,Tier_2,3822.02,0.0,1708.59,6432.09,8774.869999999999,3903.15,adulto
15540.06,58.0,1.0,Professional,Tier_2,3108.01,1503.17,1325.74,3141.11,7705.46,3190.32,anciano
36457.5,40.0,2.0,Professional,Tier_3,5468.62,0.0,2796.86,14156.2,16024.770000000002,6276.52,adulto
36494.83,29.0,0.0,Self_Employed,Tier_2,7298.97,0.0,3311.84,14054.16,15889.41,6551.28,joven
20580.97,60.0,0.0,Retired,Tier_2,4116.19,0.0,1264.91,7431.79,8836.42,4312.759999999999,anciano
36119.66,38.0,0.0,Retired,Tier_3,5417.95,0.0,2990.88,13883.53,14449.86,7786.27,adulto
16885.28,32.0,3.0,Professional,Tier_2,3377.06,3216.17,918.34,2243.12,8409.210000000001,3016.7700000000004,adulto
25290.77,38.0,2.0,Student,Tier_2,5058.15,0.0,2232.13,7396.85,13030.219999999998,4863.700000000001,adulto
38471.72,40.0,2.0,Self_Employed,Tier_1,11541.52,4052.72,2287.72,3645.0,22940.660000000003,7833.339999999999,adulto
59580.31,31.0,3.0,Retired,Tier_2,11916.06,0.0,8010.21,18222.15,30572.28,10785.89,adulto
26396.9,38.0,1.0,Self_Employed,Tier_2,5279.38,2833.15,2143.01,5101.62,13304.4,5157.72,adulto
29547.06,29.0,4.0,Self_Employed,Tier_3,4432.06,0.0,1604.25,9585.37,13940.18,6021.530000000001,joven
13452.62,59.0,1.0,Professional,Tier_1,4035.79,0.0,832.21,2809.05,7645.040000000001,2998.5399999999995,anciano
38836.95,22.0,0.0,Retired,Tier_2,7767.39,4043.89,2233.02,11312.72,16278.33,7202.01,joven
45452.81,39.0,2.0,Student,Tier_2,9090.56,0.0,5619.05,13108.56,23907.980000000003,8436.25,adulto
52107.69,46.0,4.0,Self_Employed,Tier_2,10421.54,4056.07,6342.9,13167.89,24082.33,10801.41,adulto
21763.21,53.0,0.0,Retired,Tier_2,4352.64,0.0,1550.85,8184.04,9328.04,4251.139999999999,anciano
35890.45,24.0,3.0,Student,Tier_1,10767.14,0.0,2042.05,8812.87,21232.18,5845.41,joven
30303.75,33.0,4.0,Retired,Tier_3,4545.56,0.0,1612.09,9328.23,14068.61,6906.92,adulto
32438.25,50.0,1.0,Student,Tier_2,6487.65,0.0,2593.24,11130.9,15501.23,5806.139999999999,adulto
16164.05,50.0,4.0,Self_Employed,Tier_3,2424.61,1023.94,818.98,4611.68,6982.9,3545.53,adulto
30594.05,31.0,0.0,Student,Tier_2,6118.81,0.0,1684.41,13141.91,12543.53,4908.61,adulto
44683.13,60.0,2.0,Professional,Tier_1,13404.94,0.0,5435.0,11686.85,25751.03,7245.249999999999,anciano
64625.82,60.0,4.0,Student,Tier_2,12925.16,0.0,7866.3,17307.64,34741.19,12576.99,anciano
16237.43,29.0,2.0,Student,Tier_2,3247.49,0.0,990.65,4623.52,8595.630000000001,3018.3,joven
34739.28,29.0,0.0,Self_Employed,Tier_1,10421.78,0.0,2615.03,10585.33,18434.3,5719.650000000001,joven
15714.11,57.0,3.0,Self_Employed,Tier_3,2357.12,0.0,914.88,5711.81,6689.9800000000005,3312.32,anciano
15324.0,44.0,0.0,Professional,Tier_1,4597.2,0.0,1278.18,4259.66,8392.7,2671.64,adulto
18572.52,24.0,4.0,Student,Tier_2,3714.5,0.0,1451.08,6912.81,8889.499999999998,2770.19,joven
19699.5,53.0,1.0,Retired,Tier_2,3939.9,2908.73,1788.41,2383.53,10034.64,4372.59,anciano
16344.5,50.0,0.0,Self_Employed,Tier_3,2451.67,0.0,1269.36,7071.49,6232.35,3040.66,adulto
33835.56,44.0,0.0,Student,Tier_1,10150.67,4117.86,2281.22,5528.85,17810.11,6378.75,adulto
39432.97,25.0,1.0,Self_Employed,Tier_1,11829.89,0.0,3881.94,6745.61,23394.82,9292.55,joven
64170.04,25.0,2.0,Student,Tier_2,12834.01,0.0,7458.19,20071.19,32414.53,11684.32,joven
18909.69,57.0,3.0,Retired,Tier_2,3781.94,0.0,1498.86,5185.91,9980.12,3743.67,anciano
14621.1,38.0,2.0,Professional,Tier_2,2924.22,0.0,1278.69,4363.11,7325.820000000001,2932.17,adulto
44466.35,41.0,4.0,Retired,Tier_3,6669.95,0.0,6505.57,18267.01,18446.08,7753.26,adulto
20611.66,53.0,0.0,Professional,Tier_1,6183.5,0.0,1853.58,6260.01,10725.59,3626.06,anciano
27373.23,40.0,3.0,Self_Employed,Tier_2,5474.65,0.0,1943.15,7223.25,14555.28,5594.71,adulto
18572.79,29.0,4.0,Retired,Tier_3,2785.92,0.0,1152.19,7144.54,8014.15,3414.1000000000004,joven
30126.11,29.0,3.0,Professional,Tier_2,6025.22,0.0,2613.53,10097.4,13686.26,6342.459999999999,joven
20929.19,59.0,2.0,Retired,Tier_1,6278.76,1295.75,1708.69,2528.06,12884.740000000002,4220.65,anciano
49376.63,56.0,0.0,Professional,Tier_2,9875.33,0.0,5291.65,19998.85,21610.24,7767.549999999999,anciano
26770.32,36.0,2.0,Self_Employed,Tier_1,8031.1,0.0,1929.89,4801.59,16980.23,4988.51,adulto
39136.23,23.0,4.0,Student,Tier_3,5870.43,0.0,2759.41,16510.13,16148.32,6477.77,joven
16484.3,25.0,2.0,Professional,Tier_2,3296.86,987.96,925.02,3875.73,7910.7,3709.92,joven
32908.7,32.0,3.0,Professional,Tier_3,4936.31,4748.08,1869.55,6786.21,15812.65,5561.77,adulto
31665.01,25.0,3.0,Retired,Tier_2,6333.0,0.0,3063.56,9030.57,16530.91,6103.530000000001,joven
50274.51,24.0,2.0,Student,Tier_2,10054.9,0.0,5945.98,13105.16,26868.18,10301.16,joven
13863.49,27.0,0.0,Retired,Tier_2,2772.7,857.57,1232.03,3977.91,6200.15,2827.86,joven
51937.37,30.0,2.0,Student,Tier_1,15581.21,0.0,5293.66,9985.08,31833.71,10118.59,adulto
24183.53,59.0,1.0,Retired,Tier_2,4836.71,3101.77,2106.27,2632.54,13552.4,4896.820000000001,anciano
31832.04,28.0,0.0,Student,Tier_1,9549.61,1999.55,2602.7,6079.63,17095.51,6657.34,joven
28696.04,47.0,2.0,Retired,Tier_1,8608.81,0.0,1706.97,4939.39,18240.9,5515.75,adulto
40790.52,33.0,4.0,Professional,Tier_2,8158.1,0.0,5546.43,11952.38,21162.07,7676.07,adulto
29225.5,32.0,0.0,Self_Employed,Tier_2,5845.1,1895.5,1585.78,11241.04,11245.15,4843.81,adulto
27935.59,37.0,4.0,Professional,Tier_1,8380.68,2313.81,2074.88,4051.03,16494.199999999997,5076.54,adulto
19887.75,54.0,4.0,Student,Tier_1,5966.32,2286.91,1418.4,2638.93,12028.52,2933.38,anciano
12856.2,26.0,1.0,Professional,Tier_2,2571.24,0.0,749.56,3999.14,6791.35,2065.7,joven
28532.79,44.0,0.0,Student,Tier_3,4279.92,4812.36,2240.71,8224.87,9991.16,5504.41,adulto
64412.73,49.0,2.0,Self_Employed,Tier_2,12882.55,0.0,8344.51,22633.5,29796.370000000003,11982.85,adulto
44899.86,56.0,4.0,Retired,Tier_2,8979.97,0.0,4610.44,13404.32,22847.52,8648.0,anciano
19628.67,48.0,0.0,Professional,Tier_3,2944.3,2975.04,1048.88,5598.33,7561.66,3493.6400000000003,adulto
