Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Desired_Savings,Disposable_Income,Gasto_Fijo,Gastos_variables
19817.81,60,3,Retired,Tier_1,5945.34,1710.11,1183.56,1551.52,12074.589999999998,4481.6
15711.65,59,2,Self_Employed,Tier_2,3142.33,1266.93,1555.47,3808.49,7657.76,2978.48
20081.35,52,4,Student,Tier_2,4016.27,0.0,1931.06,5318.12,10869.77,3893.4699999999993
62397.12,39,1,Self_Employed,Tier_3,9359.57,8081.25,8341.54,14494.48,27681.43,12139.96
39024.84,41,3,Retired,Tier_1,11707.45,4031.55,2001.77,3360.14,24261.33,7371.8099999999995
19636.48,27,0,Self_Employed,Tier_2,3927.3,0.0,1411.95,8053.74,8188.78,3393.98
45232.3,19,1,Self_Employed,Tier_1,13569.69,7866.64,0.0,-522.36,28387.260000000002,9500.76
32422.72,45,4,Student,Tier_2,6484.54,0.0,2150.42,9519.63,16115.73,6787.34
65112.29,58,0,Student,Tier_1,19533.69,4564.02,8192.99,13449.98,34475.12,12623.16
17108.15,54,1,Retired,Tier_1,5132.44,3202.13,579.47,579.47,10335.189999999999,2991.37
23082.34,34,2,Retired,Tier_2,4616.47,3961.18,1225.87,3027.15,11960.420000000002,4133.6
21922.44,23,4,Student,Tier_2,4384.49,0.0,1731.75,6266.49,11172.08,4483.85
9303.45,60,0,Professional,Tier_2,1860.69,486.26,695.43,3032.96,4056.14,1728.1000000000001
38019.29,22,2,Student,Tier_2,7603.86,3488.95,2070.68,6362.37,20415.49,7752.480000000001
36967.59,56,0,Professional,Tier_2,7393.52,6914.39,2932.4,5675.69,16436.17,7941.35
30122.97,24,3,Self_Employed,Tier_2,6024.59,0.0,1798.68,10386.12,13963.759999999998,5773.1
24866.65,49,3,Retired,Tier_1,7460.0,4433.24,0.0,-591.85,16052.660000000002,4972.599999999999
9668.77,21,4,Self_Employed,Tier_2,1933.75,1198.47,743.37,2281.73,4582.71,1605.86
21427.63,38,0,Self_Employed,Tier_2,4285.53,0.0,2088.12,8278.11,9204.76,3944.7799999999997
22806.05,59,3,Student,Tier_2,4561.21,0.0,2127.81,7081.18,10949.91,4774.95
15789.98,49,1,Retired,Tier_1,4736.99,0.0,1227.49,3438.49,9369.43,2982.06
26368.47,35,1,Professional,Tier_1,7910.54,0.0,1712.09,6473.07,15005.46,4889.9400000000005
41447.94,50,3,Student,Tier_1,12434.38,0.0,5835.11,9450.71,23968.41,8028.820000000001
135659.23,31,3,Student,Tier_1,40697.77,17920.39,19147.25,19147.25,76698.34,21893.260000000002
34496.56,23,4,Self_Employed,Tier_3,5174.48,0.0,2666.49,13762.0,14774.29,5960.26
36864.08,28,4,Professional,Tier_3,5529.61,2290.09,2849.06,12663.83,15865.7,6044.459999999999
28265.46,63,1,Student,Tier_2,5653.09,4804.32,2798.52,4358.82,13723.86,5378.44
6463.56,37,2,Retired,Tier_1,1939.07,0.0,497.96,1626.73,3771.0699999999997,1065.76
29370.37,46,0,Professional,Tier_3,4405.56,0.0,1515.52,12618.28,11681.93,5070.169999999999
31480.92,52,2,Student,Tier_2,6296.18,1934.59,2155.72,7095.83,16656.69,5793.81
215248.05,33,4,Self_Employed,Tier_1,64574.41,0.0,39994.94,39994.94,138344.87,36908.24
25721.02,24,2,Student,Tier_2,5144.2,3770.32,1513.26,4282.55,13584.71,4083.4399999999996
38184.71,57,4,Professional,Tier_2,7636.94,2561.59,3705.79,8777.61,18711.07,8134.44
29178.38,53,2,Self_Employed,Tier_1,8753.51,0.0,2201.73,7785.68,16024.8,5367.9
11778.25,61,1,Student,Tier_1,3533.48,0.0,1059.73,2246.56,7331.71,2199.98
74847.72,61,4,Professional,Tier_2,14969.54,0.0,9127.51,25420.96,36259.0,13167.77
54748.16,48,1,Professional,Tier_1,16424.45,0.0,7191.36,11679.98,32329.519999999997,10738.650000000001
56487.7,59,2,Self_Employed,Tier_1,16946.31,6499.08,6079.53,6079.53,33466.97,10442.119999999999
14493.31,61,3,Self_Employed,Tier_1,4347.99,0.0,1271.97,3343.84,9008.24,2141.23
92151.4,60,3,Retired,Tier_3,13822.71,0.0,12945.81,25936.66,46225.25,19989.489999999998
9773.91,60,0,Retired,Tier_2,1954.78,0.0,830.04,4094.2,4064.36,1615.3500000000001
47975.14,64,3,Student,Tier_2,9595.03,4989.79,5757.08,8240.34,25019.720000000005,9725.29
173046.77,23,0,Retired,Tier_2,34609.35,0.0,40421.09,64356.68,70313.09999999999,38376.98
13582.31,46,2,Retired,Tier_2,2716.46,0.0,877.24,4636.81,6588.590000000001,2356.92
19070.82,44,0,Self_Employed,Tier_2,3814.16,0.0,1429.64,7557.48,7764.14,3749.2
32489.55,60,0,Student,Tier_1,9746.86,3646.06,2394.72,4700.3,17220.95,6922.25
20053.76,19,0,Professional,Tier_2,4010.75,0.0,1058.26,7522.77,8377.76,4153.22
8676.92,39,1,Self_Employed,Tier_1,2603.08,1185.41,0.0,-26.86,5653.27,1865.11
31691.48,26,0,Professional,Tier_2,6338.3,0.0,1768.65,11780.31,13805.38,6105.78
12824.46,28,4,Retired,Tier_3,1923.67,0.0,675.02,5105.81,5497.620000000001,2221.04
43819.17,33,2,Retired,Tier_1,13145.75,3113.68,4140.2,4140.2,27504.21,9061.08
14377.41,62,1,Retired,Tier_2,2875.48,0.0,935.18,4392.49,7355.92,2628.99
103662.96,30,4,Professional,Tier_1,31098.89,0.0,23148.84,23148.84,60635.83999999999,19878.29
16032.13,35,2,Student,Tier_3,2404.82,0.0,1234.45,5994.89,7149.900000000001,2887.33
23185.99,42,1,Self_Employed,Tier_2,4637.2,0.0,2262.36,7170.69,11375.87,4639.429999999999
57513.01,50,2,Retired,Tier_3,8626.95,0.0,7209.45,21425.97,24765.539999999997,11321.49
11206.63,27,3,Retired,Tier_2,2241.33,935.3,701.04,2650.43,5390.06,2230.86
35987.27,47,2,Student,Tier_1,10796.18,2368.72,3568.33,6884.88,20440.54,6293.120000000001
85362.9,18,3,Self_Employed,Tier_3,12804.44,12629.01,11411.35,21806.39,35916.2,15011.3
8291.33,50,3,Student,Tier_2,1658.27,480.44,505.07,2475.74,3856.0299999999997,1479.1200000000001
34775.2,32,2,Student,Tier_2,6955.04,0.0,2025.73,11417.99,16683.64,6673.5599999999995
36932.93,46,3,Retired,Tier_2,7386.59,0.0,2178.25,10825.06,18173.95,7933.92
56073.07,19,1,Retired,Tier_1,16821.92,0.0,6447.79,9599.32,35895.86,10577.900000000001
11152.2,28,3,Student,Tier_2,2230.44,0.0,942.33,3285.98,5467.07,2399.16
10431.52,51,0,Professional,Tier_2,2086.3,0.0,522.7,3908.49,4155.030000000001,2368.0
45547.27,58,1,Retired,Tier_3,6832.09,6775.58,6086.69,10070.06,19944.1,8757.53
38045.59,36,1,Self_Employed,Tier_1,11413.68,0.0,3195.65,6263.31,24316.960000000003,7465.320000000001
36656.53,19,1,Retired,Tier_2,7331.31,0.0,3551.38,10910.79,18155.49,7590.27
39581.27,37,0,Professional,Tier_3,5937.19,7755.89,2882.85,9450.34,15073.769999999999,7301.26
17412.31,58,0,Professional,Tier_1,5223.69,0.0,1500.95,5151.71,9006.06,3254.55
36125.55,48,0,Student,Tier_1,10837.66,0.0,2771.9,11607.65,18656.989999999998,5860.91
37926.7,21,0,Student,Tier_1,11378.01,6955.02,2672.77,2672.77,20356.77,7942.15
16940.65,46,0,Professional,Tier_2,3388.13,0.0,1312.37,7361.12,6745.42,2834.1200000000003
133462.03,47,4,Self_Employed,Tier_2,26692.41,0.0,22392.51,41901.07,64731.72,26829.229999999996
43827.6,30,4,Student,Tier_3,6574.14,0.0,4949.3,14469.53,20658.5,8699.58
11566.98,32,0,Professional,Tier_2,2313.4,0.0,1083.08,3951.9,5057.28,2557.81
50726.08,37,1,Self_Employed,Tier_2,10145.22,0.0,5144.01,17911.39,22665.68,10149.02
13755.68,51,3,Self_Employed,Tier_3,2063.35,0.0,1075.0,5351.18,6190.370000000001,2214.12
56309.6,45,3,Professional,Tier_1,16892.88,0.0,8189.45,11182.24,32762.16,12365.210000000001
75798.15,37,4,Professional,Tier_2,15159.63,7498.87,9882.84,16166.07,38445.77,13687.439999999999
15559.19,42,0,Self_Employed,Tier_2,3111.84,1279.14,913.0,5448.57,6219.82,2611.67
64838.42,44,2,Self_Employed,Tier_1,19451.53,0.0,7082.79,12397.15,41468.6,10972.68
41738.42,47,3,Professional,Tier_3,6260.76,0.0,4801.08,14741.15,19468.719999999998,7528.539999999999
57907.42,58,3,Professional,Tier_2,11581.48,11236.93,5895.2,9159.56,27458.14,10052.79
136815.29,37,1,Retired,Tier_3,20522.29,0.0,26582.45,48224.04,62177.229999999996,26414.01
24652.71,18,3,Self_Employed,Tier_3,3697.91,2873.8,2439.22,5205.25,11596.45,4977.22
16415.21,52,4,Student,Tier_2,3283.04,0.0,1378.19,4628.38,8294.15,3492.69
14725.58,60,0,Retired,Tier_3,2208.84,0.0,1429.56,6629.35,5501.8,2594.41
15619.95,41,0,Retired,Tier_2,3123.99,0.0,1497.37,6555.0,6104.82,2960.1299999999997
28205.47,42,3,Self_Employed,Tier_3,4230.82,2901.23,1692.01,6795.34,12659.359999999999,5849.56
39413.92,57,2,Self_Employed,Tier_1,11824.17,0.0,3687.56,8487.98,22853.02,8072.9
37432.9,29,4,Retired,Tier_1,11229.87,0.0,3214.08,6351.63,23825.980000000003,7255.3
58145.24,28,3,Self_Employed,Tier_1,17443.57,0.0,6966.2,10621.25,35459.61,12064.390000000001
30313.67,47,4,Self_Employed,Tier_1,9094.1,0.0,2646.73,5996.0,18787.79,5529.89
95968.94,30,2,Student,Tier_2,19193.79,0.0,13647.06,32940.1,44753.979999999996,18274.87
24275.6,64,4,Professional,Tier_1,7282.68,1672.79,1279.09,3840.29,14633.44,4129.09
264365.53,42,4,Retired,Tier_1,79309.66,0.0,53503.73,53503.73,163372.32,47489.47
49488.05,42,4,Self_Employed,Tier_1,14846.42,3710.84,4640.64,4640.64,30535.18,10601.39
15111.73,34,0,Professional,Tier_2,3022.35,0.0,1370.93,6625.92,6176.8,2309.0
12736.65,29,2,Professional,Tier_1,3820.99,0.0,643.18,2596.7,7808.45,2331.4900000000002
44131.57,28,0,Professional,Tier_2,8826.31,7116.6,5062.87,12277.67,17174.2,7563.1
25088.94,27,1,Self_Employed,Tier_1,7526.68,0.0,2108.41,4324.88,15961.810000000001,4802.25
53111.73,34,3,Retired,Tier_2,10622.35,4260.11,7064.72,10313.68,26180.98,12356.97
43806.73,62,0,Retired,Tier_1,13142.02,3366.65,6028.84,9102.15,23282.81,8055.12
28302.05,33,4,Self_Employed,Tier_1,8490.62,0.0,2220.69,6850.66,16512.300000000003,4939.08
15237.54,37,1,Self_Employed,Tier_2,3047.51,0.0,1238.81,4271.35,7715.52,3250.6800000000003
8929.14,22,2,Retired,Tier_3,1339.37,878.05,623.86,2804.86,3793.06,1453.17
20988.73,58,2,Retired,Tier_2,4197.75,3924.89,2029.75,3610.43,9866.310000000001,3587.1000000000004
59520.24,49,0,Retired,Tier_3,8928.04,0.0,6396.78,26609.13,20911.18,11999.93
35604.51,44,4,Student,Tier_2,7120.9,0.0,3405.69,9546.32,18436.219999999998,7621.96
11074.07,21,4,Professional,Tier_2,2214.81,1532.71,641.0,1819.22,5422.98,2299.1600000000003
34458.03,58,2,Student,Tier_3,5168.7,5728.82,3367.73,7093.66,15316.259999999998,6319.28
40831.4,24,4,Student,Tier_2,8166.28,0.0,5357.5,13550.56,20410.06,6870.779999999999
14792.37,63,3,Self_Employed,Tier_1,4437.71,0.0,1052.47,2718.31,9297.0,2777.0699999999997
33925.86,31,0,Professional,Tier_3,5088.88,0.0,2441.99,14010.53,13021.830000000002,6893.49
31430.05,56,0,Professional,Tier_1,9429.01,0.0,2592.95,9857.88,15836.310000000001,5735.87
12023.0,41,4,Retired,Tier_2,2404.6,0.0,1000.65,2969.08,6546.74,2507.18
39941.95,35,2,Self_Employed,Tier_1,11982.59,6304.24,1441.78,1441.78,24353.82,7842.13
46984.84,55,3,Self_Employed,Tier_1,14095.45,0.0,6842.77,11078.23,27142.02,8764.59
71352.93,56,3,Retired,Tier_2,14270.59,13734.21,4595.96,4595.96,38314.47,14708.289999999999
69702.7,57,3,Retired,Tier_1,20910.81,10703.58,5582.24,5582.24,43459.130000000005,9957.73
9964.83,18,1,Student,Tier_3,1494.72,0.0,971.15,4100.83,4233.6,1630.41
14167.31,34,4,Retired,Tier_2,2833.46,974.48,1204.11,3302.05,7222.45,2668.34
45296.31,43,3,Retired,Tier_2,9059.26,3637.91,6403.15,12870.13,21749.81,7038.449999999999
45251.06,39,4,Self_Employed,Tier_2,9050.21,7033.22,5558.14,6199.09,23260.87,8757.89
45296.76,56,2,Student,Tier_2,9059.35,0.0,5778.47,11610.78,25511.88,8174.1
654180.02,35,2,Professional,Tier_2,130836.0,53807.67,137816.17,137816.17,323784.97,138771.21
47366.24,55,2,Student,Tier_2,9473.25,8241.77,5396.26,6526.09,23216.87,9381.5
74414.43,45,1,Self_Employed,Tier_3,11162.16,0.0,9122.68,25437.87,34903.72,14072.85
64353.98,38,2,Professional,Tier_3,9653.1,0.0,8756.33,25183.42,28292.949999999997,10877.630000000001
50517.02,55,4,Student,Tier_1,15155.11,9191.57,592.52,592.52,29629.66,11103.279999999999
23312.32,50,0,Retired,Tier_3,3496.85,0.0,1172.92,10494.66,8801.98,4015.67
55057.21,47,0,Student,Tier_2,11011.44,6175.16,5962.71,15482.59,22937.73,10461.720000000001
16166.44,59,4,Professional,Tier_3,2424.97,1735.46,1608.7,3214.38,8009.03,3207.5699999999997
24822.3,25,0,Student,Tier_2,4964.46,0.0,1412.78,9128.98,10513.429999999998,5179.89
20346.45,47,3,Student,Tier_2,4069.29,1385.94,1744.68,4802.42,10040.310000000001,4117.8
32030.76,56,0,Student,Tier_1,9609.23,0.0,2745.44,8676.04,16737.07,6617.65
191124.34,26,1,Retired,Tier_2,38224.87,0.0,44883.2,58532.02,96844.82999999999,35747.490000000005
6735.45,50,2,Self_Employed,Tier_2,1347.09,1284.27,409.78,859.36,3165.5600000000004,1426.27
51946.04,60,0,Self_Employed,Tier_2,10389.21,0.0,7492.43,21633.09,20086.079999999998,10226.869999999999
8256.7,46,0,Self_Employed,Tier_2,1651.34,0.0,793.52,3532.77,3407.87,1316.05
20566.26,48,1,Student,Tier_2,4113.25,2530.99,1276.12,3325.0,10307.26,4403.03
71690.47,20,1,Professional,Tier_2,14338.09,0.0,10301.15,25303.43,34689.43,11697.62
31583.08,55,0,Student,Tier_3,4737.46,4933.55,2427.02,8318.8,11973.09,6357.63
12667.02,28,3,Student,Tier_3,1900.05,932.95,1233.27,3460.5,6097.910000000001,2175.67
16927.75,22,0,Self_Employed,Tier_2,3385.55,0.0,1685.63,5924.89,7394.89,3607.96
51669.91,48,3,Self_Employed,Tier_3,7750.49,0.0,6673.43,20149.13,21892.899999999998,9627.88
16724.99,37,2,Retired,Tier_2,3345.0,0.0,1549.41,5897.29,7849.700000000001,2978.01
35671.94,21,4,Student,Tier_2,7134.39,4670.62,3472.5,4949.37,18198.59,7853.360000000001
31113.91,25,2,Retired,Tier_1,9334.17,0.0,2259.82,6527.32,18502.29,6084.290000000001
17812.8,59,0,Retired,Tier_3,2671.92,0.0,1363.06,7795.77,7045.63,2971.3900000000003
166726.15,52,0,Retired,Tier_2,33345.23,0.0,41005.89,68537.92,71094.70000000001,27093.52
49815.82,30,3,Self_Employed,Tier_1,14944.75,8298.11,3755.03,3755.03,28941.190000000002,8821.490000000002
5936.28,22,1,Retired,Tier_2,1187.26,0.0,571.84,1932.58,2884.1,1119.6200000000001
34825.88,57,3,Student,Tier_2,6965.18,0.0,1863.87,12502.99,16536.18,5786.71
17668.23,36,1,Retired,Tier_3,2650.23,0.0,1440.0,6059.59,7620.849999999999,3987.78
59331.72,35,1,Self_Employed,Tier_2,11866.34,8287.8,7492.25,10604.93,28892.86,11546.130000000001
15913.71,50,1,Student,Tier_2,3182.74,0.0,1245.91,5247.17,7812.82,2853.7200000000003
27368.92,21,1,Student,Tier_2,5473.78,2927.89,1399.89,4773.74,14613.399999999998,5053.88
44933.66,35,0,Professional,Tier_2,8986.73,0.0,5077.38,16650.74,20060.88,8222.04
59967.43,63,4,Self_Employed,Tier_1,17990.23,0.0,7847.03,12950.4,34538.49,12478.54
11484.06,41,4,Professional,Tier_2,2296.81,0.0,1105.62,3688.91,5702.9400000000005,2092.21
22956.39,60,2,Self_Employed,Tier_3,3443.46,0.0,2204.63,8923.37,10500.99,3532.02
20516.74,46,2,Self_Employed,Tier_1,6155.02,0.0,1106.79,4235.27,12425.630000000001,3855.84
17788.18,48,2,Self_Employed,Tier_3,2668.23,0.0,1010.07,5852.55,8532.2,3403.44
123169.42,45,3,Professional,Tier_2,24633.88,0.0,26164.58,41590.44,60449.399999999994,21129.57
41478.81,26,2,Retired,Tier_1,12443.64,5899.91,1286.96,1286.96,27283.44,7008.52
10940.7,62,2,Self_Employed,Tier_1,3282.21,2180.85,0.0,-25.8,6908.6,1877.06
62520.03,43,2,Student,Tier_1,18756.01,0.0,8608.59,12528.06,36421.219999999994,13570.740000000002
163845.24,64,0,Student,Tier_2,32769.05,0.0,35924.6,58996.62,73055.35,31793.28
68523.01,19,2,Self_Employed,Tier_1,20556.9,0.0,8247.7,14172.09,40496.96,13853.95
8896.89,23,4,Self_Employed,Tier_1,2669.07,1355.89,421.36,421.36,5347.050000000001,1772.6100000000001
20364.84,46,0,Self_Employed,Tier_2,4072.97,0.0,1271.24,7741.11,8658.839999999998,3964.9
82659.21,43,1,Retired,Tier_2,16531.84,0.0,8831.81,24998.47,42691.72,14969.02
17031.45,45,3,Self_Employed,Tier_2,3406.29,0.0,856.0,4241.46,9019.39,3770.6
42787.8,24,0,Retired,Tier_1,12836.34,5368.51,5302.14,6705.42,21809.79,8904.08
55751.52,51,0,Retired,Tier_1,16725.46,9940.86,5813.61,5813.61,29646.390000000003,10350.650000000001
14291.33,62,4,Self_Employed,Tier_2,2858.27,0.0,888.82,4839.45,6872.83,2579.0499999999997
28604.87,27,2,Self_Employed,Tier_2,5720.97,0.0,1809.15,9574.6,14557.11,4473.17
2243.83,58,1,Retired,Tier_2,448.77,270.67,197.07,538.73,1030.22,404.21000000000004
13219.42,57,4,Professional,Tier_2,2643.88,0.0,775.11,4131.34,6486.45,2601.62
24511.51,64,4,Retired,Tier_3,3676.73,0.0,2108.82,8976.03,10839.960000000001,4695.52
11055.97,39,0,Student,Tier_1,3316.79,0.0,1066.08,3005.46,5667.23,2383.29
110733.5,44,1,Self_Employed,Tier_2,22146.7,0.0,21852.97,33627.5,55572.38,21533.62
9555.19,56,4,Professional,Tier_2,1911.04,0.0,523.84,2812.17,4812.33,1930.7
21097.65,39,3,Professional,Tier_1,6329.3,0.0,1135.97,3868.08,13086.78,4142.79
33307.74,36,3,Self_Employed,Tier_2,6661.55,0.0,1846.49,9208.33,17003.850000000002,7095.5599999999995
95032.22,53,4,Professional,Tier_1,28509.67,0.0,9737.61,26481.58,54480.14,14070.49
9511.56,26,0,Student,Tier_2,1902.31,0.0,930.12,3663.88,4090.8100000000004,1756.8700000000001
76075.66,36,3,Self_Employed,Tier_1,22822.7,8963.7,4515.56,4515.56,47646.93,14949.469999999998
